stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
15223,4079,Discovery,2020-11-08T00:00:00,2020-11-27T00:00:00,19
15224,4079,Qualification,2020-11-27T00:00:00,,
15225,4080,Prospecting,2022-05-07T00:00:00,2022-05-15T00:00:00,8
15226,4080,Discovery,2022-05-15T00:00:00,2022-06-03T00:00:00,19
15227,4080,Qualification,2022-06-03T00:00:00,2022-06-19T00:00:00,16
15228,4080,Proposal,2022-06-19T00:00:00,,
15229,4081,Prospecting,2023-02-06T00:00:00,2023-02-14T00:00:00,8
15230,4081,Discovery,2023-02-14T00:00:00,2023-03-08T00:00:00,22
15231,4081,Qualification,2023-03-08T00:00:00,2023-03-26T00:00:00,18
15232,4081,Proposal,2023-03-26T00:00:00,,
15233,4082,Prospecting,2024-09-12T00:00:00,2024-09-26T00:00:00,14
15234,4082,Discovery,2024-09-26T00:00:00,2024-10-15T00:00:00,19
15235,4082,Qualification,2024-10-15T00:00:00,,
15236,4083,Prospecting,2024-12-23T00:00:00,,
15237,4084,Prospecting,2024-08-11T00:00:00,2024-09-05T00:00:00,25
15238,4084,Discovery,2024-09-05T00:00:00,2024-09-27T00:00:00,22
15239,4084,Qualification,2024-09-27T00:00:00,2024-11-02T00:00:00,36
15240,4084,Proposal,2024-11-02T00:00:00,2024-11-09T00:00:00,7
15241,4084,Negotiation,2024-11-09T00:00:00,2024-12-29T00:00:00,50
15242,4084,Closed Won,2024-12-29T00:00:00,2024-12-29T00:00:00,0
15243,4085,Prospecting,2024-05-03T00:00:00,2024-05-13T00:00:00,10
15244,4085,Discovery,2024-05-13T00:00:00,2024-05-28T00:00:00,15
15245,4085,Qualification,2024-05-28T00:00:00,,
15246,4086,Prospecting,2022-04-30T00:00:00,2022-05-05T00:00:00,5
15247,4086,Discovery,2022-05-05T00:00:00,2022-05-18T00:00:00,13
15248,4086,Qualification,2022-05-18T00:00:00,2022-06-08T00:00:00,21
15249,4086,Proposal,2022-06-08T00:00:00,,
15250,4087,Prospecting,2020-07-12T00:00:00,2020-07-17T00:00:00,5
15251,4087,Discovery,2020-07-17T00:00:00,2020-07-27T00:00:00,10
15252,4087,Qualification,2020-07-27T00:00:00,2020-08-21T00:00:00,25
15253,4087,Proposal,2020-08-21T00:00:00,,
15254,4088,Prospecting,2023-05-02T00:00:00,2023-05-11T00:00:00,9
15255,4088,Discovery,2023-05-11T00:00:00,2023-05-24T00:00:00,13
15256,4088,Qualification,2023-05-24T00:00:00,,
15257,4089,Prospecting,2024-11-08T00:00:00,2024-11-14T00:00:00,6
15258,4089,Discovery,2024-11-14T00:00:00,2024-11-27T00:00:00,13
15259,4089,Qualification,2024-11-27T00:00:00,2024-12-26T00:00:00,29
15260,4089,Proposal,2024-12-26T00:00:00,,
15261,4090,Prospecting,2023-09-12T00:00:00,2023-09-26T00:00:00,14
15262,4090,Discovery,2023-09-26T00:00:00,2023-11-04T00:00:00,39
15263,4090,Qualification,2023-11-04T00:00:00,2023-12-15T00:00:00,41
15264,4090,Proposal,2023-12-15T00:00:00,2024-01-16T00:00:00,32
15265,4090,Negotiation,2024-01-16T00:00:00,2024-03-12T00:00:00,56
15266,4090,Closed Won,2024-03-12T00:00:00,2024-03-12T00:00:00,0
15267,4091,Prospecting,2024-12-27T00:00:00,2024-12-28T00:00:00,1
15268,4091,Discovery,2024-12-28T00:00:00,2024-12-29T00:00:00,1
15269,4091,Qualification,2024-12-29T00:00:00,2024-12-30T00:00:00,1
15270,4091,Proposal,2024-12-30T00:00:00,2024-12-31T00:00:00,1
15271,4091,Negotiation,2024-12-31T00:00:00,2025-01-01T00:00:00,1
15272,4091,Closed Won,2025-01-01T00:00:00,2025-01-02T00:00:00,1
15273,4091,Closed Lost,2025-01-02T00:00:00,2025-01-02T00:00:00,0
15274,4092,Prospecting,2023-06-22T00:00:00,2023-07-04T00:00:00,12
15275,4092,Discovery,2023-07-04T00:00:00,,
15276,4093,Prospecting,2024-11-06T00:00:00,,
15277,4094,Prospecting,2024-03-10T00:00:00,,
15278,4095,Prospecting,2024-06-09T00:00:00,2024-06-17T00:00:00,8
15279,4095,Discovery,2024-06-17T00:00:00,,
15280,4096,Prospecting,2024-02-27T00:00:00,2024-03-03T00:00:00,5
15281,4096,Discovery,2024-03-03T00:00:00,2024-03-09T00:00:00,6
15282,4096,Qualification,2024-03-09T00:00:00,2024-03-17T00:00:00,8
15283,4096,Proposal,2024-03-17T00:00:00,2024-03-22T00:00:00,5
15284,4096,Negotiation,2024-03-22T00:00:00,2024-04-06T00:00:00,15
15285,4096,Closed Won,2024-04-06T00:00:00,2024-04-14T00:00:00,8
15286,4096,Closed Lost,2024-04-14T00:00:00,2024-04-14T00:00:00,0
15287,4097,Prospecting,2024-12-02T00:00:00,2024-12-27T00:00:00,25
15288,4097,Discovery,2024-12-27T00:00:00,2025-01-07T00:00:00,11
15289,4097,Qualification,2025-01-07T00:00:00,,
15290,4098,Prospecting,2021-08-24T00:00:00,,
15291,4099,Prospecting,2021-05-03T00:00:00,,
15292,4100,Prospecting,2024-04-27T00:00:00,,
15293,4101,Prospecting,2024-03-25T00:00:00,2024-04-03T00:00:00,9
15294,4101,Discovery,2024-04-03T00:00:00,2024-04-25T00:00:00,22
15295,4101,Qualification,2024-04-25T00:00:00,,
15296,4102,Prospecting,2024-10-08T00:00:00,2024-10-20T00:00:00,12
15297,4102,Discovery,2024-10-20T00:00:00,,
15298,4103,Prospecting,2024-12-12T00:00:00,2024-12-18T00:00:00,6
15299,4103,Discovery,2024-12-18T00:00:00,2024-12-27T00:00:00,9
15300,4103,Qualification,2024-12-27T00:00:00,2025-01-06T00:00:00,10
15301,4103,Proposal,2025-01-06T00:00:00,2025-01-27T00:00:00,21
15302,4103,Negotiation,2025-01-27T00:00:00,,
15303,4104,Prospecting,2024-05-18T00:00:00,2024-05-26T00:00:00,8
15304,4104,Discovery,2024-05-26T00:00:00,2024-06-21T00:00:00,26
15305,4104,Qualification,2024-06-21T00:00:00,2024-07-03T00:00:00,12
15306,4104,Proposal,2024-07-03T00:00:00,,
15307,4105,Prospecting,2024-12-06T00:00:00,2024-12-23T00:00:00,17
15308,4105,Discovery,2024-12-23T00:00:00,2025-01-07T00:00:00,15
15309,4105,Qualification,2025-01-07T00:00:00,,
15310,4106,Prospecting,2024-07-09T00:00:00,2024-08-03T00:00:00,25
15311,4106,Discovery,2024-08-03T00:00:00,2024-08-21T00:00:00,18
15312,4106,Qualification,2024-08-21T00:00:00,2024-09-24T00:00:00,34
15313,4106,Proposal,2024-09-24T00:00:00,2024-10-19T00:00:00,25
15314,4106,Negotiation,2024-10-19T00:00:00,2024-11-04T00:00:00,16
15315,4106,Closed Won,2024-11-04T00:00:00,2024-11-15T00:00:00,11
15316,4106,Closed Lost,2024-11-15T00:00:00,2024-11-15T00:00:00,0
15317,4107,Prospecting,2024-11-05T00:00:00,,
15318,4108,Prospecting,2023-04-01T00:00:00,2023-05-02T00:00:00,31
15319,4108,Discovery,2023-05-02T00:00:00,2023-05-26T00:00:00,24
15320,4108,Qualification,2023-05-26T00:00:00,2023-06-20T00:00:00,25
15321,4108,Proposal,2023-06-20T00:00:00,2023-07-10T00:00:00,20
15322,4108,Negotiation,2023-07-10T00:00:00,2023-08-13T00:00:00,34
15323,4108,Closed Won,2023-08-13T00:00:00,2023-09-23T00:00:00,41
15324,4108,Closed Lost,2023-09-23T00:00:00,2023-09-23T00:00:00,0
15325,4109,Prospecting,2024-01-12T00:00:00,2024-01-28T00:00:00,16
15326,4109,Discovery,2024-01-28T00:00:00,2024-02-09T00:00:00,12
15327,4109,Qualification,2024-02-09T00:00:00,2024-02-26T00:00:00,17
15328,4109,Proposal,2024-02-26T00:00:00,,
15329,4110,Prospecting,2023-03-30T00:00:00,2023-04-08T00:00:00,9
15330,4110,Discovery,2023-04-08T00:00:00,,
15331,4111,Prospecting,2023-11-04T00:00:00,2023-11-14T00:00:00,10
15332,4111,Discovery,2023-11-14T00:00:00,,
15333,4112,Prospecting,2023-10-18T00:00:00,2023-10-29T00:00:00,11
15334,4112,Discovery,2023-10-29T00:00:00,,
15335,4113,Prospecting,2024-04-23T00:00:00,,
15336,4114,Prospecting,2024-04-14T00:00:00,2024-04-28T00:00:00,14
15337,4114,Discovery,2024-04-28T00:00:00,2024-05-03T00:00:00,5
15338,4114,Qualification,2024-05-03T00:00:00,2024-05-19T00:00:00,16
15339,4114,Proposal,2024-05-19T00:00:00,2024-05-23T00:00:00,4
15340,4114,Negotiation,2024-05-23T00:00:00,2024-06-15T00:00:00,23
15341,4114,Closed Won,2024-06-15T00:00:00,2024-06-22T00:00:00,7
15342,4114,Closed Lost,2024-06-22T00:00:00,2024-06-22T00:00:00,0
15343,4115,Prospecting,2023-01-07T00:00:00,2023-01-24T00:00:00,17
15344,4115,Discovery,2023-01-24T00:00:00,2023-02-15T00:00:00,22
15345,4115,Qualification,2023-02-15T00:00:00,2023-02-21T00:00:00,6
15346,4115,Proposal,2023-02-21T00:00:00,2023-03-08T00:00:00,15
15347,4115,Negotiation,2023-03-08T00:00:00,2023-03-23T00:00:00,15
15348,4115,Closed Won,2023-03-23T00:00:00,2023-03-23T00:00:00,0
15349,4116,Prospecting,2021-05-12T00:00:00,2021-05-25T00:00:00,13
15350,4116,Discovery,2021-05-25T00:00:00,2021-06-17T00:00:00,23
15351,4116,Qualification,2021-06-17T00:00:00,,
15352,4117,Prospecting,2024-11-25T00:00:00,2024-12-10T00:00:00,15
15353,4117,Discovery,2024-12-10T00:00:00,,
15354,4118,Prospecting,2023-08-16T00:00:00,2023-08-21T00:00:00,5
15355,4118,Discovery,2023-08-21T00:00:00,2023-09-14T00:00:00,24
15356,4118,Qualification,2023-09-14T00:00:00,2023-09-28T00:00:00,14
15357,4118,Proposal,2023-09-28T00:00:00,,
15358,4119,Prospecting,2024-12-09T00:00:00,2024-12-29T00:00:00,20
15359,4119,Discovery,2024-12-29T00:00:00,,
15360,4120,Prospecting,2024-06-21T00:00:00,2024-07-12T00:00:00,21
15361,4120,Discovery,2024-07-12T00:00:00,2024-08-05T00:00:00,24
15362,4120,Qualification,2024-08-05T00:00:00,2024-08-28T00:00:00,23
15363,4120,Proposal,2024-08-28T00:00:00,2024-09-17T00:00:00,20
15364,4120,Negotiation,2024-09-17T00:00:00,2024-10-03T00:00:00,16
15365,4120,Closed Won,2024-10-03T00:00:00,2024-10-25T00:00:00,22
15366,4120,Closed Lost,2024-10-25T00:00:00,2024-10-25T00:00:00,0
15367,4121,Prospecting,2024-03-31T00:00:00,2024-04-07T00:00:00,7
15368,4121,Discovery,2024-04-07T00:00:00,2024-05-10T00:00:00,33
15369,4121,Qualification,2024-05-10T00:00:00,2024-05-18T00:00:00,8
15370,4121,Proposal,2024-05-18T00:00:00,,
15371,4122,Prospecting,2024-03-28T00:00:00,2024-04-15T00:00:00,18
15372,4122,Discovery,2024-04-15T00:00:00,,
15373,4123,Prospecting,2021-05-15T00:00:00,2021-05-24T00:00:00,9
15374,4123,Discovery,2021-05-24T00:00:00,2021-06-10T00:00:00,17
15375,4123,Qualification,2021-06-10T00:00:00,2021-06-19T00:00:00,9
15376,4123,Proposal,2021-06-19T00:00:00,2021-06-26T00:00:00,7
15377,4123,Negotiation,2021-06-26T00:00:00,,
15378,4124,Prospecting,2024-12-18T00:00:00,2024-12-20T00:00:00,2
15379,4124,Discovery,2024-12-20T00:00:00,2024-12-22T00:00:00,2
15380,4124,Qualification,2024-12-22T00:00:00,2024-12-24T00:00:00,2
15381,4124,Proposal,2024-12-24T00:00:00,2024-12-25T00:00:00,1
15382,4124,Negotiation,2024-12-25T00:00:00,2024-12-27T00:00:00,2
15383,4124,Closed Won,2024-12-27T00:00:00,2024-12-29T00:00:00,2
15384,4124,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
15385,4125,Prospecting,2024-10-27T00:00:00,2024-11-02T00:00:00,6
15386,4125,Discovery,2024-11-02T00:00:00,2024-11-23T00:00:00,21
15387,4125,Qualification,2024-11-23T00:00:00,,
15388,4126,Prospecting,2021-06-04T00:00:00,2021-07-05T00:00:00,31
15389,4126,Discovery,2021-07-05T00:00:00,2021-08-14T00:00:00,40
15390,4126,Qualification,2021-08-14T00:00:00,2021-09-12T00:00:00,29
15391,4126,Proposal,2021-09-12T00:00:00,2021-09-25T00:00:00,13
15392,4126,Negotiation,2021-09-25T00:00:00,2021-11-28T00:00:00,64
15393,4126,Closed Won,2021-11-28T00:00:00,2021-12-15T00:00:00,17
15394,4126,Closed Lost,2021-12-15T00:00:00,2021-12-15T00:00:00,0
15395,4127,Prospecting,2024-11-27T00:00:00,,
15396,4128,Prospecting,2024-11-18T00:00:00,,
15397,4129,Prospecting,2024-12-16T00:00:00,2024-12-17T00:00:00,1
15398,4129,Discovery,2024-12-17T00:00:00,2024-12-21T00:00:00,4
15399,4129,Qualification,2024-12-21T00:00:00,2024-12-23T00:00:00,2
15400,4129,Proposal,2024-12-23T00:00:00,2024-12-24T00:00:00,1
15401,4129,Negotiation,2024-12-24T00:00:00,2024-12-28T00:00:00,4
15402,4129,Closed Won,2024-12-28T00:00:00,2024-12-29T00:00:00,1
15403,4129,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
15404,4130,Prospecting,2024-12-20T00:00:00,2025-01-06T00:00:00,17
15405,4130,Discovery,2025-01-06T00:00:00,2025-01-28T00:00:00,22
15406,4130,Qualification,2025-01-28T00:00:00,2025-02-14T00:00:00,17
15407,4130,Proposal,2025-02-14T00:00:00,2025-02-19T00:00:00,5
15408,4130,Negotiation,2025-02-19T00:00:00,,
15409,4131,Prospecting,2024-10-01T00:00:00,2024-10-05T00:00:00,4
15410,4131,Discovery,2024-10-05T00:00:00,,
15411,4132,Prospecting,2024-10-21T00:00:00,,
15412,4133,Prospecting,2021-08-18T00:00:00,2021-08-27T00:00:00,9
15413,4133,Discovery,2021-08-27T00:00:00,2021-09-19T00:00:00,23
15414,4133,Qualification,2021-09-19T00:00:00,,
15415,4134,Prospecting,2024-12-02T00:00:00,2024-12-05T00:00:00,3
15416,4134,Discovery,2024-12-05T00:00:00,2024-12-07T00:00:00,2
15417,4134,Qualification,2024-12-07T00:00:00,2024-12-14T00:00:00,7
15418,4134,Proposal,2024-12-14T00:00:00,2024-12-20T00:00:00,6
15419,4134,Negotiation,2024-12-20T00:00:00,2024-12-28T00:00:00,8
15420,4134,Closed Won,2024-12-28T00:00:00,2024-12-28T00:00:00,0
15421,4135,Prospecting,2024-12-19T00:00:00,,
15422,4136,Prospecting,2024-05-19T00:00:00,2024-05-26T00:00:00,7
15423,4136,Discovery,2024-05-26T00:00:00,2024-06-17T00:00:00,22
15424,4136,Qualification,2024-06-17T00:00:00,2024-07-01T00:00:00,14
15425,4136,Proposal,2024-07-01T00:00:00,,
15426,4137,Prospecting,2023-06-22T00:00:00,2023-07-05T00:00:00,13
15427,4137,Discovery,2023-07-05T00:00:00,2023-07-13T00:00:00,8
15428,4137,Qualification,2023-07-13T00:00:00,2023-07-31T00:00:00,18
15429,4137,Proposal,2023-07-31T00:00:00,,
15430,4138,Prospecting,2024-07-09T00:00:00,2024-07-13T00:00:00,4
15431,4138,Discovery,2024-07-13T00:00:00,2024-07-18T00:00:00,5
15432,4138,Qualification,2024-07-18T00:00:00,2024-07-25T00:00:00,7
15433,4138,Proposal,2024-07-25T00:00:00,2024-07-27T00:00:00,2
15434,4138,Negotiation,2024-07-27T00:00:00,2024-08-06T00:00:00,10
15435,4138,Closed Won,2024-08-06T00:00:00,2024-08-14T00:00:00,8
15436,4138,Closed Lost,2024-08-14T00:00:00,2024-08-14T00:00:00,0
15437,4139,Prospecting,2023-03-17T00:00:00,2023-03-31T00:00:00,14
15438,4139,Discovery,2023-03-31T00:00:00,2023-04-14T00:00:00,14
15439,4139,Qualification,2023-04-14T00:00:00,,
15440,4140,Prospecting,2024-10-09T00:00:00,2024-10-21T00:00:00,12
15441,4140,Discovery,2024-10-21T00:00:00,2024-11-13T00:00:00,23
15442,4140,Qualification,2024-11-13T00:00:00,2024-11-23T00:00:00,10
15443,4140,Proposal,2024-11-23T00:00:00,2024-12-12T00:00:00,19
15444,4140,Negotiation,2024-12-12T00:00:00,2024-12-29T00:00:00,17
15445,4140,Closed Won,2024-12-29T00:00:00,2024-12-29T00:00:00,0
15446,4141,Prospecting,2024-03-11T00:00:00,2024-03-24T00:00:00,13
15447,4141,Discovery,2024-03-24T00:00:00,2024-04-06T00:00:00,13
15448,4141,Qualification,2024-04-06T00:00:00,,
15449,4142,Prospecting,2020-05-14T00:00:00,2020-05-27T00:00:00,13
15450,4142,Discovery,2020-05-27T00:00:00,,
15451,4143,Prospecting,2024-10-24T00:00:00,,
15452,3733,Prospecting,2024-03-25T00:00:00,,
15453,4145,Prospecting,2022-10-07T00:00:00,2022-10-16T00:00:00,9
15454,4145,Discovery,2022-10-16T00:00:00,2022-10-21T00:00:00,5
15455,4145,Qualification,2022-10-21T00:00:00,2022-11-07T00:00:00,17
15456,4145,Proposal,2022-11-07T00:00:00,2022-11-16T00:00:00,9
15457,4145,Negotiation,2022-11-16T00:00:00,2022-11-21T00:00:00,5
15458,4145,Closed Won,2022-11-21T00:00:00,2022-12-03T00:00:00,12
15459,4145,Closed Lost,2022-12-03T00:00:00,2022-12-03T00:00:00,0
15460,4146,Prospecting,2024-12-18T00:00:00,2024-12-29T00:00:00,11
15461,4146,Discovery,2024-12-29T00:00:00,2025-01-07T00:00:00,9
15462,4146,Qualification,2025-01-07T00:00:00,2025-01-15T00:00:00,8
15463,4146,Proposal,2025-01-15T00:00:00,2025-01-29T00:00:00,14
15464,4146,Negotiation,2025-01-29T00:00:00,,
15465,4147,Prospecting,2022-09-06T00:00:00,2022-09-16T00:00:00,10
15466,4147,Discovery,2022-09-16T00:00:00,2022-10-08T00:00:00,22
15467,4147,Qualification,2022-10-08T00:00:00,2022-10-22T00:00:00,14
15468,4147,Proposal,2022-10-22T00:00:00,2022-11-05T00:00:00,14
15469,4147,Negotiation,2022-11-05T00:00:00,2022-11-15T00:00:00,10
15470,4147,Closed Won,2022-11-15T00:00:00,2022-11-19T00:00:00,4
15471,4147,Closed Lost,2022-11-19T00:00:00,2022-11-19T00:00:00,0
15472,4148,Prospecting,2024-02-11T00:00:00,2024-02-19T00:00:00,8
15473,4148,Discovery,2024-02-19T00:00:00,2024-03-16T00:00:00,26
15474,4148,Qualification,2024-03-16T00:00:00,2024-03-31T00:00:00,15
15475,4148,Proposal,2024-03-31T00:00:00,2024-04-12T00:00:00,12
15476,4148,Negotiation,2024-04-12T00:00:00,2024-04-20T00:00:00,8
15477,4148,Closed Won,2024-04-20T00:00:00,2024-05-04T00:00:00,14
15478,4148,Closed Lost,2024-05-04T00:00:00,2024-05-04T00:00:00,0
15479,4149,Prospecting,2023-07-06T00:00:00,2023-07-17T00:00:00,11
15480,4149,Discovery,2023-07-17T00:00:00,,
15481,4150,Prospecting,2024-11-02T00:00:00,2024-11-06T00:00:00,4
15482,4150,Discovery,2024-11-06T00:00:00,2024-11-24T00:00:00,18
15483,4150,Qualification,2024-11-24T00:00:00,2024-12-14T00:00:00,20
15484,4150,Proposal,2024-12-14T00:00:00,,
15485,4151,Prospecting,2024-12-20T00:00:00,2024-12-21T00:00:00,1
15486,4151,Discovery,2024-12-21T00:00:00,2024-12-24T00:00:00,3
15487,4151,Qualification,2024-12-24T00:00:00,2024-12-25T00:00:00,1
15488,4151,Proposal,2024-12-25T00:00:00,2024-12-26T00:00:00,1
15489,4151,Negotiation,2024-12-26T00:00:00,2024-12-27T00:00:00,1
15490,4151,Closed Won,2024-12-27T00:00:00,2024-12-29T00:00:00,2
15491,4151,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
15492,4152,Prospecting,2022-10-14T00:00:00,,
15493,4153,Prospecting,2024-10-26T00:00:00,2024-10-29T00:00:00,3
15494,4153,Discovery,2024-10-29T00:00:00,2024-11-22T00:00:00,24
15495,4153,Qualification,2024-11-22T00:00:00,2024-12-14T00:00:00,22
15496,4153,Proposal,2024-12-14T00:00:00,,
15497,4154,Prospecting,2024-01-16T00:00:00,2024-02-04T00:00:00,19
15498,4154,Discovery,2024-02-04T00:00:00,2024-02-14T00:00:00,10
15499,4154,Qualification,2024-02-14T00:00:00,,
15500,4155,Prospecting,2023-10-26T00:00:00,2023-11-15T00:00:00,20
15501,4155,Discovery,2023-11-15T00:00:00,2023-11-22T00:00:00,7
15502,4155,Qualification,2023-11-22T00:00:00,2023-12-01T00:00:00,9
15503,4155,Proposal,2023-12-01T00:00:00,,
15504,4156,Prospecting,2022-12-12T00:00:00,,
15505,4157,Prospecting,2023-01-08T00:00:00,2023-01-20T00:00:00,12
15506,4157,Discovery,2023-01-20T00:00:00,,
15507,4158,Prospecting,2024-12-26T00:00:00,,
15508,4159,Prospecting,2022-07-15T00:00:00,2022-07-27T00:00:00,12
15509,4159,Discovery,2022-07-27T00:00:00,2022-08-20T00:00:00,24
15510,4159,Qualification,2022-08-20T00:00:00,,
15511,4160,Prospecting,2023-08-11T00:00:00,2023-08-18T00:00:00,7
15512,4160,Discovery,2023-08-18T00:00:00,2023-08-27T00:00:00,9
15513,4160,Qualification,2023-08-27T00:00:00,,
15514,4161,Prospecting,2024-10-02T00:00:00,2024-10-17T00:00:00,15
15515,4161,Discovery,2024-10-17T00:00:00,2024-10-26T00:00:00,9
15516,4161,Qualification,2024-10-26T00:00:00,2024-11-02T00:00:00,7
15517,4161,Proposal,2024-11-02T00:00:00,2024-11-08T00:00:00,6
15518,4161,Negotiation,2024-11-08T00:00:00,2024-11-25T00:00:00,17
15519,4161,Closed Won,2024-11-25T00:00:00,2024-12-16T00:00:00,21
15520,4161,Closed Lost,2024-12-16T00:00:00,2024-12-16T00:00:00,0
15521,4162,Prospecting,2022-03-17T00:00:00,2022-03-26T00:00:00,9
15522,4162,Discovery,2022-03-26T00:00:00,2022-04-17T00:00:00,22
15523,4162,Qualification,2022-04-17T00:00:00,2022-05-05T00:00:00,18
15524,4162,Proposal,2022-05-05T00:00:00,,
15525,4163,Prospecting,2024-08-13T00:00:00,2024-08-28T00:00:00,15
15526,4163,Discovery,2024-08-28T00:00:00,2024-09-16T00:00:00,19
15527,4163,Qualification,2024-09-16T00:00:00,2024-10-19T00:00:00,33
15528,4163,Proposal,2024-10-19T00:00:00,2024-11-11T00:00:00,23
15529,4163,Negotiation,2024-11-11T00:00:00,2024-12-16T00:00:00,35
15530,4163,Closed Won,2024-12-16T00:00:00,2024-12-26T00:00:00,10
15531,4163,Closed Lost,2024-12-26T00:00:00,2024-12-26T00:00:00,0
15532,4164,Prospecting,2021-09-15T00:00:00,2021-10-02T00:00:00,17
15533,4164,Discovery,2021-10-02T00:00:00,2021-10-19T00:00:00,17
15534,4164,Qualification,2021-10-19T00:00:00,2021-10-26T00:00:00,7
15535,4164,Proposal,2021-10-26T00:00:00,,
15536,4165,Prospecting,2024-05-07T00:00:00,2024-05-21T00:00:00,14
15537,4165,Discovery,2024-05-21T00:00:00,2024-06-11T00:00:00,21
15538,4165,Qualification,2024-06-11T00:00:00,,
15539,4166,Prospecting,2024-12-05T00:00:00,2024-12-08T00:00:00,3
15540,4166,Discovery,2024-12-08T00:00:00,2024-12-11T00:00:00,3
15541,4166,Qualification,2024-12-11T00:00:00,2024-12-16T00:00:00,5
15542,4166,Proposal,2024-12-16T00:00:00,2024-12-17T00:00:00,1
15543,4166,Negotiation,2024-12-17T00:00:00,2024-12-26T00:00:00,9
15544,4166,Closed Won,2024-12-26T00:00:00,2024-12-28T00:00:00,2
15545,4166,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
15546,4167,Prospecting,2024-11-18T00:00:00,2024-12-05T00:00:00,17
15547,4167,Discovery,2024-12-05T00:00:00,,
15548,4168,Prospecting,2024-12-15T00:00:00,2024-12-16T00:00:00,1
15549,4168,Discovery,2024-12-16T00:00:00,2024-12-18T00:00:00,2
15550,4168,Qualification,2024-12-18T00:00:00,2024-12-20T00:00:00,2
15551,4168,Proposal,2024-12-20T00:00:00,2024-12-22T00:00:00,2
15552,4168,Negotiation,2024-12-22T00:00:00,2024-12-24T00:00:00,2
15553,4168,Closed Won,2024-12-24T00:00:00,2024-12-27T00:00:00,3
15554,4168,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
15555,4169,Prospecting,2024-09-07T00:00:00,2024-09-24T00:00:00,17
15556,4169,Discovery,2024-09-24T00:00:00,,
15557,4170,Prospecting,2024-07-03T00:00:00,2024-07-19T00:00:00,16
15558,4170,Discovery,2024-07-19T00:00:00,2024-08-06T00:00:00,18
15559,4170,Qualification,2024-08-06T00:00:00,,
15560,4171,Prospecting,2024-03-12T00:00:00,,
15561,4172,Prospecting,2024-04-05T00:00:00,2024-04-22T00:00:00,17
15562,4172,Discovery,2024-04-22T00:00:00,2024-05-18T00:00:00,26
15563,4172,Qualification,2024-05-18T00:00:00,2024-06-06T00:00:00,19
15564,4172,Proposal,2024-06-06T00:00:00,2024-06-23T00:00:00,17
15565,4172,Negotiation,2024-06-23T00:00:00,2024-08-30T00:00:00,68
15566,4172,Closed Won,2024-08-30T00:00:00,2024-09-14T00:00:00,15
15567,4172,Closed Lost,2024-09-14T00:00:00,2024-09-14T00:00:00,0
15568,4173,Prospecting,2024-12-20T00:00:00,2024-12-21T00:00:00,1
15569,4173,Discovery,2024-12-21T00:00:00,2024-12-23T00:00:00,2
15570,4173,Qualification,2024-12-23T00:00:00,2024-12-24T00:00:00,1
15571,4173,Proposal,2024-12-24T00:00:00,2024-12-25T00:00:00,1
15572,4173,Negotiation,2024-12-25T00:00:00,2024-12-27T00:00:00,2
15573,4173,Closed Won,2024-12-27T00:00:00,2024-12-28T00:00:00,1
15574,4173,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
15575,4174,Prospecting,2024-10-25T00:00:00,2024-11-02T00:00:00,8
15576,4174,Discovery,2024-11-02T00:00:00,2024-11-23T00:00:00,21
15577,4174,Qualification,2024-11-23T00:00:00,,
15578,4175,Prospecting,2024-09-22T00:00:00,2024-10-03T00:00:00,11
15579,4175,Discovery,2024-10-03T00:00:00,2024-10-28T00:00:00,25
15580,4175,Qualification,2024-10-28T00:00:00,2024-11-08T00:00:00,11
15581,4175,Proposal,2024-11-08T00:00:00,2024-11-22T00:00:00,14
15582,4175,Negotiation,2024-11-22T00:00:00,2024-12-13T00:00:00,21
15583,4175,Closed Won,2024-12-13T00:00:00,2024-12-28T00:00:00,15
15584,4175,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
15585,4176,Prospecting,2024-06-10T00:00:00,2024-06-19T00:00:00,9
15586,4176,Discovery,2024-06-19T00:00:00,2024-07-11T00:00:00,22
15587,4176,Qualification,2024-07-11T00:00:00,2024-07-26T00:00:00,15
15588,4176,Proposal,2024-07-26T00:00:00,,
15589,4177,Prospecting,2024-06-17T00:00:00,2024-06-24T00:00:00,7
15590,4177,Discovery,2024-06-24T00:00:00,2024-07-16T00:00:00,22
15591,4177,Qualification,2024-07-16T00:00:00,,
15592,4178,Prospecting,2024-12-14T00:00:00,2024-12-27T00:00:00,13
15593,4178,Discovery,2024-12-27T00:00:00,,
15594,4179,Prospecting,2024-05-31T00:00:00,2024-06-06T00:00:00,6
15595,4179,Discovery,2024-06-06T00:00:00,2024-06-20T00:00:00,14
15596,4179,Qualification,2024-06-20T00:00:00,2024-06-30T00:00:00,10
15597,4179,Proposal,2024-06-30T00:00:00,2024-07-04T00:00:00,4
15598,4179,Negotiation,2024-07-04T00:00:00,2024-07-08T00:00:00,4
15599,4179,Closed Won,2024-07-08T00:00:00,2024-07-08T00:00:00,0
