call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
7779,841,6,2024-12-15T10:30:00,52,Outbound,Check-In,Completed,7,0.74,65,14,True
7780,957,13,2024-09-26T13:15:00,3,Inbound,Demo,Voicemail,1,,,0,False
7781,1735,9,2024-08-09T09:00:00,30,Outbound,Negotiation,Completed,5,0.51,145,12,True
7782,165,11,2024-11-01T12:15:00,49,Outbound,Negotiation,Completed,5,0.52,63,11,False
7783,278,8,2030-06-15T10:00:00,17,Inbound,QBR,Completed,2,1.47,224,15,False
7784,555,3,2024-07-13T12:15:00,52,Outbound,Check-In,Completed,8,0.56,35,24,True
7785,4080,6,2024-10-29T09:15:00,20,Inbound,Check-In,Completed,6,0.39,100,20,False
7786,4183,2,2024-06-02T12:15:00,42,Outbound,Discovery,Completed,6,0.39,163,16,True
7787,4786,12,2021-03-15T14:45:00,31,Outbound,Follow-Up,Completed,8,0.58,290,11,False
7788,2019,3,2024-12-16T08:30:00,20,Outbound,Discovery,Completed,4,0.76,71,4,False
7789,3339,1,2023-09-01T13:00:00,48,Outbound,QBR,Completed,7,0.54,123,13,True
7790,3209,3,2023-07-26T12:30:00,49,Outbound,Discovery,Completed,2,0.54,65,24,False
7791,1054,12,2023-08-11T15:15:00,36,Outbound,Follow-Up,Completed,6,0.68,129,5,False
7792,2422,9,2023-11-26T14:00:00,55,Outbound,QBR,Completed,7,0.61,38,12,True
7793,4622,10,2030-06-15T10:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
7794,4966,3,2021-09-03T14:15:00,25,Inbound,Negotiation,Completed,4,0.61,52,22,False
7795,4317,9,2024-12-19T09:00:00,18,Outbound,QBR,Completed,5,0.7,85,6,True
7796,2511,3,2024-12-22T10:00:00,59,Outbound,Discovery,Completed,6,0.74,148,4,True
7797,2624,7,2024-11-09T16:30:00,57,Outbound,Technical Deep Dive,Completed,2,0.68,123,16,False
7798,4611,5,2024-06-22T15:15:00,0,Outbound,Follow-Up,No Show,1,,,0,False
7799,3495,2,2023-11-30T14:45:00,-41,Inbound,Negotiation,Completed,2,0.44,113,13,True
7800,3976,16,2024-12-27T08:30:00,58,Outbound,Technical Deep Dive,Completed,5,0.73,210,5,True
7801,3523,10,2021-12-21T14:15:00,56,Outbound,Follow-Up,Completed,3,0.73,170,13,False
7802,825,8,2024-12-26T14:45:00,19,Inbound,Demo,Completed,7,0.56,42,8,True
7803,275,5,2022-06-06T16:15:00,53,Outbound,QBR,Completed,5,0.46,236,6,False
7804,666,15,2024-10-26T16:00:00,26,Inbound,Follow-Up,Completed,8,0.67,139,15,True
7805,3203,16,2024-09-16T13:00:00,15,Inbound,Follow-Up,Completed,8,0.62,31,10,True
7806,4414,4,2022-10-29T09:15:00,0,Inbound,Negotiation,No Show,1,,,0,False
7807,3550,15,2024-03-21T12:45:00,18,Outbound,QBR,Rescheduled,1,,,0,False
7808,1656,14,2024-10-29T11:30:00,3,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
7809,2692,10,2024-11-27T08:45:00,46,Outbound,Check-In,Completed,3,0.6,83,13,True
7810,2290,14,2023-05-19T17:30:00,45,Inbound,Negotiation,Completed,5,0.7,97,7,True
7811,1457,6,2024-11-28T13:00:00,17,Outbound,Negotiation,Completed,7,0.46,30,17,True
7812,148,13,2024-02-14T10:15:00,42,Inbound,Technical Deep Dive,Completed,8,0.69,238,10,True
7813,3076,8,2023-02-15T15:30:00,45,Outbound,Demo,Completed,7,0.7,137,14,True
7814,2443,16,2024-12-08T11:00:00,-43,Outbound,QBR,Completed,5,0.57,31,13,False
7815,2877,12,2023-05-17T16:45:00,30,Outbound,Technical Deep Dive,Completed,3,0.45,136,13,True
7816,2928,4,2024-11-06T13:30:00,34,Outbound,Demo,Completed,6,0.55,232,16,False
7817,197,3,2024-08-19T15:30:00,20,Outbound,Discovery,Completed,5,0.41,236,6,True
7818,1358,7,2024-03-30T17:15:00,0,Outbound,Negotiation,No Show,1,,,0,False
7819,4555,12,2024-04-23T14:45:00,41,Outbound,QBR,Completed,7,0.69,50,9,True
7820,533,1,2023-02-19T12:15:00,36,Outbound,Follow-Up,Completed,3,0.5,42,15,True
7821,1645,16,2024-11-21T11:00:00,30,Outbound,Negotiation,Completed,6,0.4,108,15,False
7822,751,7,2024-04-08T14:15:00,40,Outbound,Technical Deep Dive,Completed,5,0.47,154,4,True
7823,2295,2,2021-01-24T13:45:00,28,Inbound,Negotiation,Completed,8,0.43,170,15,False
7824,324,14,2024-12-22T11:15:00,58,Inbound,Demo,Completed,2,0.6,58,9,False
7825,1685,15,2024-12-01T12:15:00,0,Outbound,QBR,No Show,1,,,0,False
7826,2415,14,2024-07-03T15:30:00,43,Inbound,Discovery,Completed,3,0.69,138,11,False
7827,4415,13,2024-12-30T11:30:00,22,Outbound,Discovery,Completed,4,0.56,58,3,False
7828,3267,2,2024-10-29T10:00:00,26,Outbound,Discovery,Completed,6,0.42,69,9,True
7829,355,16,2024-09-29T12:45:00,24,Inbound,Negotiation,Completed,2,0.42,102,13,False
7830,1869,14,2024-12-15T13:45:00,51,Inbound,Negotiation,Completed,3,0.64,120,2,False
7831,792,10,2024-12-08T11:45:00,26,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
7832,2888,13,2024-12-14T16:30:00,,Outbound,Negotiation,No Show,1,,,0,False
7833,1732,1,2024-12-24T14:45:00,47,Outbound,Check-In,Completed,8,0.7,75,7,True
7834,4601,12,2024-02-23T12:15:00,37,Outbound,Demo,Completed,6,0.41,206,17,False
7835,2913,11,2024-12-25T08:30:00,0,Inbound,Technical Deep Dive,No Show,1,,,0,False
7836,2437,9,2024-11-26T13:45:00,40,Outbound,QBR,Completed,4,0.84,171,10,True
7837,2492,1,2024-05-09T10:30:00,46,Inbound,QBR,Completed,3,0.43,115,8,True
7838,2913,11,2024-11-06T16:00:00,51,Outbound,QBR,Completed,3,0.59,203,9,False
7839,4392,1,2024-11-16T16:00:00,48,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
7840,282,16,2024-08-08T10:30:00,39,Inbound,Technical Deep Dive,Completed,8,0.67,106,9,False
7841,4756,8,2024-04-02T12:15:00,0,Outbound,Negotiation,No Show,1,,,0,False
7842,2120,1,2023-08-16T11:00:00,20,Outbound,Check-In,Completed,4,0.69,281,12,True
7843,4364,12,2021-11-26T10:00:00,0,Outbound,Discovery,No Show,1,,,0,False
7844,108,12,2024-12-31T13:15:00,39,Outbound,Discovery,Completed,5,0.47,188,8,False
7845,1421,8,2023-05-25T12:15:00,16,Inbound,Negotiation,Completed,7,0.74,184,3,False
7846,1501,4,2022-11-02T14:45:00,21,Outbound,Demo,Rescheduled,1,,,0,False
7847,209,6,2024-03-22T11:30:00,18,Inbound,Check-In,Completed,3,0.45,44,17,True
7848,3884,9,2022-04-29T14:15:00,,Outbound,QBR,Completed,3,0.72,76,13,False
7849,4941,16,2024-10-27T11:30:00,0,Outbound,QBR,No Show,1,,,0,False
7850,3586,4,2024-03-31T16:45:00,41,Outbound,Technical Deep Dive,Completed,6,0.66,35,4,False
7851,4107,15,2024-11-08T14:00:00,,Inbound,Demo,Completed,8,0.6,80,7,False
7852,4311,13,2023-09-18T14:00:00,32,Outbound,Negotiation,Completed,2,0.53,175,9,False
7853,263,8,2022-04-02T09:45:00,35,Inbound,Discovery,Completed,4,0.39,144,13,False
7854,4467,5,2023-11-28T14:45:00,46,Outbound,Discovery,Completed,6,0.69,41,12,False
7855,1379,9,2021-12-31T11:30:00,37,Inbound,Negotiation,Completed,4,0.65,93,6,False
7856,4136,5,2024-10-23T15:15:00,45,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
7857,3515,10,2024-08-06T11:45:00,58,Outbound,Check-In,Completed,7,0.58,172,11,False
7858,1751,1,2024-12-08T15:15:00,49,Outbound,Technical Deep Dive,Completed,5,0.59,87,16,True
7859,1647,4,2024-08-07T10:15:00,45,Outbound,Technical Deep Dive,Completed,5,0.76,154,9,False
7860,957,13,2024-08-19T13:00:00,,Inbound,Technical Deep Dive,Completed,7,1.13,124,8,False
7861,4672,2,2023-12-30T15:00:00,0,Inbound,QBR,No Show,1,,,0,False
7862,2767,12,2023-10-08T12:45:00,49,Outbound,Negotiation,Completed,8,0.44,146,10,True
7863,1205,5,2024-04-16T10:00:00,0,Inbound,Demo,No Show,1,,,0,False
7864,3445,16,2030-06-15T10:00:00,0,Inbound,QBR,No Show,1,,,0,False
7865,4137,1,2024-09-22T11:00:00,38,Outbound,Discovery,Completed,8,0.61,168,18,False
7866,2937,4,2023-12-29T15:30:00,37,Outbound,Technical Deep Dive,Completed,8,0.39,95,7,True
7867,551,4,2023-10-09T13:30:00,56,Inbound,Demo,Completed,3,0.51,41,2,True
7868,2998,3,2024-03-07T16:45:00,27,Outbound,Follow-Up,Completed,7,0.61,214,2,False
7869,3560,6,2022-03-25T15:00:00,54,Outbound,Check-In,Completed,4,0.7,100,12,False
7870,1531,2,2023-05-25T15:00:00,54,Outbound,Check-In,Completed,3,0.68,127,15,True
7871,4591,16,2024-12-03T10:45:00,-59,Inbound,Technical Deep Dive,Completed,5,0.73,83,6,False
7872,2001,2,2023-09-29T14:45:00,42,Outbound,Negotiation,Completed,7,0.57,229,12,True
7873,11,11,2024-12-23T11:45:00,39,Outbound,QBR,Completed,7,0.68,207,11,False
7874,107,16,2024-09-01T08:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
7875,4413,15,2024-10-12T12:00:00,19,Inbound,Follow-Up,Completed,4,0.47,216,7,False
7876,3906,13,2023-08-16T11:30:00,15,Outbound,Check-In,Completed,3,0.62,229,13,True
7877,3751,5,2023-11-11T13:30:00,54,Inbound,Check-In,Rescheduled,1,,,0,False
7878,3091,8,2023-03-04T13:45:00,24,Outbound,Follow-Up,Completed,5,0.57,76,15,True
7879,932,15,2024-12-27T13:15:00,40,Outbound,Discovery,Completed,2,0.6,169,13,False
7880,1,16,2024-12-09T13:45:00,0,Outbound,Negotiation,No Show,1,,,0,False
7881,306,2,2024-06-28T12:30:00,48,Outbound,Technical Deep Dive,Completed,8,0.42,120,8,False
7882,2534,15,2024-12-01T15:00:00,21,Outbound,Demo,Completed,8,0.69,93,16,False
7883,977,10,2023-07-29T15:15:00,58,Outbound,Check-In,Completed,6,0.48,148,12,True
7884,2090,5,2024-12-17T15:30:00,35,Outbound,QBR,Completed,7,0.59,146,8,True
7885,4770,14,2024-04-30T13:45:00,0,Outbound,Demo,No Show,1,,,0,False
7886,2936,6,2023-05-29T16:30:00,34,Inbound,Negotiation,Completed,3,0.84,225,6,True
7887,4511,12,2023-08-15T10:45:00,47,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
7888,4813,2,2023-10-02T14:15:00,40,Outbound,QBR,Rescheduled,1,,,0,False
7889,2832,8,2024-12-17T11:45:00,32,Outbound,Negotiation,Completed,7,0.54,256,15,False
7890,3038,12,2024-11-02T10:45:00,1,Outbound,Negotiation,Voicemail,1,,,0,False
7891,1295,12,2024-12-17T09:15:00,-53,Outbound,Technical Deep Dive,Completed,5,0.5,112,11,True
7892,249,9,2030-06-15T10:00:00,0,Inbound,Demo,No Show,1,,,0,False
7893,1470,13,2021-01-15T12:00:00,21,Outbound,Discovery,Completed,3,0.66,119,6,True
7894,4210,6,2021-12-30T17:30:00,18,Outbound,Check-In,Completed,4,0.52,266,6,True
7895,2558,10,2022-12-27T10:45:00,15,Inbound,QBR,Completed,8,1.44,92,9,False
7896,3604,7,2024-07-04T12:30:00,58,Inbound,Follow-Up,Completed,3,0.61,140,15,True
7897,1708,10,2023-04-16T13:00:00,52,Inbound,Follow-Up,Completed,8,0.46,179,9,True
7898,728,9,2024-12-29T14:45:00,57,Inbound,Check-In,Completed,7,0.68,200,6,True
7899,672,15,2024-09-17T13:30:00,0,Inbound,Technical Deep Dive,No Show,1,,,0,False
7900,3269,2,2021-04-16T16:00:00,2,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
7901,4530,12,2023-07-10T12:45:00,57,Outbound,Discovery,Completed,3,1.33,213,7,True
7902,3259,2,2024-01-10T12:30:00,33,Inbound,Check-In,Completed,5,0.76,85,15,True
7903,2191,13,2024-12-30T08:00:00,1,Outbound,Discovery,Voicemail,1,,,0,False
7904,4704,16,2024-12-20T13:15:00,1,Outbound,Check-In,Voicemail,1,,,0,False
7905,4538,13,2022-10-13T14:00:00,17,Outbound,Check-In,Rescheduled,1,,,0,False
7906,1843,16,2024-11-30T15:30:00,0,Outbound,Discovery,No Show,1,,,0,False
7907,923,1,2024-08-07T11:15:00,50,Inbound,Technical Deep Dive,Completed,3,0.53,113,16,False
7908,194,12,2024-07-27T14:00:00,2,Inbound,Negotiation,Voicemail,1,,,0,False
7909,4503,13,2023-03-29T09:30:00,0,Outbound,Discovery,No Show,1,,,0,False
7910,879,10,2023-03-12T16:30:00,47,Outbound,Technical Deep Dive,Completed,2,0.57,225,9,True
7911,4670,11,2024-12-07T12:45:00,25,Outbound,Follow-Up,Completed,5,0.73,167,15,False
7912,2575,9,2023-04-24T10:45:00,16,Inbound,QBR,Completed,4,0.51,209,8,True
7913,947,7,2024-07-12T12:15:00,41,Outbound,QBR,Completed,8,0.56,187,11,True
7914,1921,11,2024-12-28T14:00:00,28,Outbound,Negotiation,Completed,3,0.69,178,13,False
7915,4734,4,2024-06-08T13:30:00,29,Inbound,Negotiation,Rescheduled,1,,,0,False
7916,350,8,2021-09-11T15:15:00,43,Outbound,QBR,Completed,2,0.57,218,5,False
7917,4113,16,2024-12-01T10:00:00,49,Inbound,Follow-Up,Completed,5,0.54,55,10,False
7918,2657,12,2024-08-05T13:00:00,48,Inbound,Follow-Up,Completed,6,0.46,113,17,False
7919,1269,8,2021-03-04T15:15:00,28,Inbound,Follow-Up,Completed,8,0.55,40,17,False
7920,1642,15,2024-08-11T14:00:00,41,Outbound,Demo,Completed,6,0.48,52,6,False
7921,1515,14,2024-06-03T10:30:00,60,Outbound,QBR,Completed,4,0.56,148,5,False
7922,2386,14,2023-12-04T11:30:00,3,Outbound,Follow-Up,Voicemail,1,,,0,False
7923,2658,7,2024-02-02T12:15:00,31,Outbound,Negotiation,Completed,6,0.66,202,11,True
7924,3357,14,2021-06-07T15:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
7925,2708,6,2023-08-09T15:45:00,49,Outbound,Check-In,Completed,2,0.61,203,17,False
7926,1995,6,2024-09-02T14:15:00,38,Outbound,Follow-Up,Completed,5,0.64,40,16,True
7927,1220,9,2022-06-30T14:45:00,42,Outbound,Negotiation,Completed,7,0.53,140,10,False
7928,1061,13,2022-08-28T13:30:00,,Outbound,Discovery,Completed,3,0.52,176,6,True
7929,3018,8,2024-05-18T12:30:00,41,Outbound,Negotiation,Completed,5,0.8,259,3,False
7930,919,15,2024-12-18T13:00:00,52,Inbound,QBR,Completed,5,0.47,154,11,False
7931,1746,10,2021-04-13T11:00:00,16,Outbound,Demo,Rescheduled,1,,,0,False
7932,2340,14,2024-12-22T13:00:00,43,Outbound,Follow-Up,Completed,3,0.84,187,4,False
7933,4494,15,2024-01-19T09:45:00,44,Inbound,Discovery,Completed,3,0.61,112,12,True
7934,4090,2,2023-11-02T10:00:00,2,Outbound,Check-In,Voicemail,1,,,0,False
7935,300,16,2024-08-13T14:30:00,44,Inbound,Demo,Completed,3,0.62,189,7,True
7936,2035,13,2024-01-26T16:45:00,0,Inbound,Follow-Up,No Show,1,,,0,False
7937,3557,2,2024-07-27T14:15:00,41,Outbound,Discovery,Completed,4,0.37,56,12,False
7938,1709,3,2024-03-24T14:45:00,25,Inbound,Negotiation,Completed,7,0.57,48,16,True
7939,1086,15,2024-12-29T10:00:00,37,Outbound,Negotiation,Completed,7,0.55,117,14,True
7940,396,11,2024-11-24T08:30:00,49,Outbound,Negotiation,Completed,8,0.5,174,4,False
7941,550,4,2024-12-29T13:30:00,46,Outbound,Follow-Up,Completed,7,0.44,126,7,True
7942,4318,2,2024-04-27T15:00:00,0,Outbound,Demo,No Show,1,,,0,False
7943,4773,15,2024-06-30T16:30:00,57,Inbound,Discovery,Completed,4,0.38,153,6,True
7944,3655,11,2024-12-11T11:15:00,27,Inbound,Demo,Rescheduled,1,,,0,False
7945,4614,2,2023-07-14T15:45:00,15,Outbound,Technical Deep Dive,Completed,4,0.27,108,26,True
7946,4056,14,2024-08-19T15:30:00,,Outbound,Discovery,Rescheduled,1,,,0,False
7947,1731,10,2023-12-22T10:45:00,44,Outbound,QBR,Completed,7,0.78,135,5,False
7948,235,16,2024-03-05T09:30:00,35,Outbound,Demo,Completed,6,0.71,93,2,False
7949,3585,12,2023-02-18T14:45:00,0,Outbound,QBR,No Show,1,,,0,False
7950,3183,16,2024-03-19T13:00:00,17,Inbound,Discovery,Rescheduled,1,,,0,False
7951,1833,12,2023-08-25T10:15:00,41,Outbound,Negotiation,Completed,2,0.68,101,7,False
7952,3357,14,2021-05-27T14:30:00,27,Inbound,Negotiation,Completed,8,0.77,121,7,True
7953,3296,6,2023-01-16T12:45:00,22,Inbound,Check-In,Completed,2,0.43,199,17,False
7954,2149,11,2024-10-09T15:45:00,22,Outbound,Discovery,Completed,3,0.6,259,13,False
7955,3079,3,2024-12-07T14:45:00,44,Outbound,QBR,Completed,5,0.54,104,14,False
7956,3606,8,2024-04-24T13:00:00,46,Outbound,Follow-Up,Completed,8,0.57,188,19,True
7957,4794,11,2024-12-18T14:45:00,53,Inbound,Demo,Completed,3,0.54,211,4,False
7958,1899,3,2024-03-02T11:30:00,37,Inbound,Follow-Up,Completed,5,1.5,108,9,True
7959,4545,14,2024-07-21T16:45:00,0,Outbound,Discovery,No Show,1,,,0,False
7960,4632,6,2024-11-22T15:00:00,60,Outbound,Demo,Completed,7,0.63,100,8,False
7961,2985,4,2030-06-15T10:00:00,50,Outbound,Discovery,Rescheduled,1,,,0,False
7962,1471,16,2030-06-15T10:00:00,25,Outbound,Check-In,Completed,3,0.64,35,16,False
7963,4452,11,2023-03-11T15:45:00,16,Inbound,QBR,Rescheduled,1,,,0,False
7964,2322,10,2023-10-27T12:00:00,3,Inbound,Technical Deep Dive,Voicemail,1,,,0,False
7965,1375,13,2024-12-04T14:30:00,1,Outbound,Negotiation,Voicemail,1,,,0,False
7966,4567,7,2023-12-11T13:30:00,43,Inbound,Check-In,Completed,6,0.45,160,13,True
7967,297,11,2024-02-25T12:30:00,38,Outbound,Check-In,Completed,8,0.7,48,11,False
7968,4380,15,2024-12-01T13:00:00,-38,Outbound,Check-In,Completed,7,0.43,70,4,True
7969,3623,12,2024-12-11T09:00:00,23,Outbound,Demo,Rescheduled,1,,,0,False
7970,3997,1,2023-01-28T12:15:00,46,Inbound,Negotiation,Completed,6,0.39,128,15,True
7971,2658,7,2030-06-15T10:00:00,44,Outbound,Technical Deep Dive,Completed,5,0.67,216,18,True
7972,2743,16,2024-11-24T15:15:00,,Inbound,QBR,Completed,5,0.66,180,7,False
7973,4356,11,2024-05-11T14:30:00,51,Outbound,Demo,Completed,8,0.42,141,7,True
7974,3546,15,2024-11-12T12:45:00,51,Outbound,Check-In,Completed,4,0.8,258,9,False
7975,4182,8,2024-07-28T15:15:00,35,Inbound,Technical Deep Dive,Completed,2,0.52,192,6,False
7976,2330,1,2023-04-01T11:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
7977,3506,11,2023-12-02T12:15:00,15,Outbound,QBR,Completed,7,0.82,184,8,False
7978,1126,8,2024-10-18T12:00:00,34,Outbound,Technical Deep Dive,Completed,7,0.45,200,19,True
7979,2769,8,2022-12-07T15:30:00,34,Outbound,Check-In,Completed,6,0.64,227,8,False
7980,3066,9,2024-05-02T10:00:00,25,Inbound,Follow-Up,Completed,6,0.59,173,2,True
7981,714,3,2024-12-11T10:45:00,38,Outbound,QBR,Completed,8,1.23,151,14,True
7982,1993,15,2024-12-04T09:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
7983,1528,16,2024-05-06T11:45:00,18,Inbound,Demo,Completed,4,1.19,211,7,True
7984,2198,15,2020-06-27T13:30:00,18,Outbound,Demo,Completed,6,0.81,261,3,False
7985,1493,14,2022-12-18T16:00:00,1,Outbound,Follow-Up,Voicemail,1,,,0,False
7986,87,9,2024-04-12T14:15:00,33,Outbound,Negotiation,Completed,4,0.68,120,9,False
7987,1339,2,2024-11-29T11:30:00,2,Outbound,Check-In,Voicemail,1,,,0,False
7988,1350,3,2024-11-22T09:30:00,0,Outbound,Follow-Up,No Show,1,,,0,False
7989,207,12,2023-12-02T12:30:00,35,Outbound,QBR,Rescheduled,1,,,0,False
7990,4171,11,2023-02-28T14:15:00,56,Outbound,Negotiation,Completed,8,0.64,56,9,False
7991,3934,8,2024-11-14T13:45:00,16,Outbound,QBR,Completed,6,0.46,87,16,True
7992,2490,1,2024-12-28T16:15:00,33,Outbound,Check-In,Completed,6,0.58,64,16,True
7993,4495,2,2023-11-01T15:00:00,44,Outbound,QBR,Completed,8,0.63,52,4,True
7994,4465,13,2024-01-24T15:30:00,0,Inbound,Demo,No Show,1,,,0,False
7995,4306,10,2024-07-26T15:00:00,44,Outbound,Negotiation,Completed,7,0.53,103,9,False
7996,1576,5,2022-03-30T15:45:00,0,Outbound,Check-In,No Show,1,,,0,False
7997,1145,13,2030-06-15T10:00:00,34,Outbound,Follow-Up,Completed,6,0.52,165,7,False
7998,1321,2,2024-12-01T09:15:00,27,Outbound,QBR,Completed,5,0.48,172,18,True
7999,3963,9,2024-12-13T10:30:00,18,Inbound,Check-In,Completed,4,0.42,215,9,True
8000,3987,12,2024-05-21T11:30:00,58,Outbound,Check-In,Completed,7,0.7,182,12,False
8001,1910,9,2023-07-02T12:15:00,44,Inbound,Check-In,Completed,2,0.47,172,12,False
8002,4137,1,2024-10-20T12:45:00,36,Outbound,Check-In,Completed,5,0.43,210,18,True
8003,4048,10,2030-06-15T10:00:00,24,Outbound,Follow-Up,Completed,2,0.73,136,9,False
8004,1150,10,2023-02-01T17:00:00,52,Outbound,QBR,Completed,3,0.51,231,4,False
8005,1290,2,2021-11-10T14:30:00,30,Outbound,Discovery,Completed,5,0.64,215,7,True
8006,3983,15,2024-12-31T11:15:00,50,Outbound,Demo,Rescheduled,1,,,0,False
8007,4443,7,2024-12-12T15:15:00,53,Outbound,Negotiation,Completed,5,0.66,164,14,True
8008,3871,2,2023-01-01T15:30:00,60,Outbound,Negotiation,Completed,7,0.48,128,24,True
8009,3198,10,2023-12-18T11:00:00,39,Outbound,QBR,Completed,8,0.58,152,4,False
8010,1162,12,2023-03-11T11:45:00,35,Outbound,Check-In,Completed,8,0.82,50,9,False
8011,2138,9,2024-02-21T14:00:00,41,Outbound,Negotiation,Completed,5,0.55,139,18,True
8012,1653,4,2024-07-27T16:00:00,53,Outbound,Check-In,Completed,4,0.55,167,8,True
8013,4646,12,2024-08-24T10:45:00,38,Outbound,Discovery,Completed,7,0.42,91,10,True
8014,4655,2,2024-08-01T14:15:00,58,Outbound,Check-In,Rescheduled,1,,,0,False
8015,2664,2,2030-06-15T10:00:00,39,Inbound,Check-In,Completed,5,0.6,143,13,True
8016,1335,14,2024-11-27T13:45:00,34,Outbound,Discovery,Rescheduled,1,,,0,False
8017,3011,2,2024-11-03T10:15:00,35,Outbound,QBR,Completed,7,0.39,184,20,False
8018,52,8,2024-08-18T15:45:00,21,Outbound,Discovery,Completed,8,0.4,208,12,False
8019,315,12,2023-11-14T11:30:00,2,Inbound,Discovery,Voicemail,1,,,0,False
8020,2801,2,2024-06-15T12:00:00,30,Outbound,Follow-Up,Completed,2,0.77,170,8,True
8021,4597,12,2024-02-09T13:45:00,35,Outbound,Discovery,Completed,2,0.41,98,4,True
8022,417,6,2024-12-26T13:15:00,0,Inbound,Check-In,No Show,1,,,0,False
8023,585,13,2021-12-18T13:45:00,27,Outbound,Follow-Up,Completed,5,0.85,68,6,False
8024,143,14,2024-09-06T13:00:00,50,Outbound,Follow-Up,Completed,8,0.49,57,4,False
8025,2441,1,2024-10-23T09:15:00,21,Outbound,Discovery,Completed,8,0.53,127,22,True
8026,2533,9,2021-12-02T10:30:00,43,Outbound,Check-In,Completed,4,0.46,158,9,True
8027,4151,16,2024-12-05T12:30:00,53,Outbound,Discovery,Completed,3,0.52,87,5,True
8028,49,11,2024-12-03T15:45:00,58,Inbound,Check-In,Completed,3,0.43,215,6,True
8029,989,7,2024-05-26T14:00:00,48,Inbound,Discovery,Completed,5,0.4,42,16,True
8030,1209,3,2024-12-14T13:30:00,0,Outbound,Check-In,No Show,1,,,0,False
8031,4832,13,2024-12-08T12:15:00,49,Outbound,Negotiation,Completed,5,0.75,203,6,False
8032,1038,15,2024-12-08T14:45:00,60,Inbound,QBR,Completed,5,0.41,202,16,True
8033,3701,3,2024-12-03T14:00:00,57,Inbound,Demo,Completed,5,0.49,170,14,False
8034,4824,2,2021-01-11T14:45:00,45,Outbound,Discovery,Completed,8,0.44,65,4,False
8035,1290,2,2021-11-11T11:45:00,37,Outbound,Check-In,Completed,8,0.34,98,13,True
8036,4583,16,2024-12-31T15:45:00,60,Outbound,Demo,Completed,7,0.65,203,3,False
8037,4685,14,2024-12-22T12:00:00,25,Outbound,Demo,Completed,7,0.67,70,6,False
8038,2302,10,2024-12-20T08:30:00,57,Inbound,QBR,Completed,8,0.41,167,14,True
8039,894,8,2023-04-15T09:30:00,3,Outbound,Check-In,Voicemail,1,,,0,False
8040,2253,4,2024-11-08T15:45:00,17,Outbound,Demo,Completed,2,0.43,72,9,False
8041,3106,14,2024-12-14T14:15:00,15,Outbound,QBR,Completed,6,0.64,136,13,True
8042,900,3,2024-07-13T13:00:00,60,Outbound,Discovery,Completed,7,0.63,217,3,True
8043,3422,16,2024-12-31T10:30:00,24,Outbound,Demo,Completed,6,0.69,202,12,False
8044,60,8,2021-07-08T12:30:00,58,Outbound,Negotiation,Completed,6,0.53,104,18,True
8045,1509,9,2024-12-02T09:30:00,49,Outbound,Negotiation,Completed,8,0.73,98,9,True
8046,4904,6,2024-12-22T11:30:00,1,Outbound,Discovery,Voicemail,1,,,0,False
8047,1121,4,2023-05-19T13:45:00,31,Inbound,Check-In,Completed,2,0.53,68,13,True
8048,4910,15,2024-12-26T15:45:00,3,Inbound,Demo,Voicemail,1,,,0,False
8049,2921,7,2024-06-21T12:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
8050,2106,10,2024-01-05T17:15:00,46,Inbound,Check-In,Completed,8,0.76,115,10,False
8051,2634,10,2021-10-28T08:00:00,50,Outbound,Negotiation,Completed,2,0.79,178,7,False
8052,4950,3,2021-09-06T10:45:00,0,Inbound,Check-In,No Show,1,,,0,False
8053,3826,9,2024-08-05T15:00:00,33,Outbound,Follow-Up,Completed,7,0.69,208,5,False
8054,4472,8,2023-02-23T10:45:00,52,Inbound,Negotiation,Completed,2,0.65,47,5,False
8055,1975,9,2024-12-21T15:30:00,36,Inbound,Check-In,Completed,2,0.56,42,14,True
8056,3228,8,2023-07-21T09:00:00,37,Outbound,Technical Deep Dive,Completed,6,0.36,234,8,True
8057,1360,7,2023-11-17T10:15:00,16,Outbound,Follow-Up,Completed,8,0.39,96,19,True
8058,4435,5,2024-06-25T14:30:00,34,Inbound,QBR,Completed,4,0.66,125,6,True
8059,2755,5,2024-04-06T15:30:00,27,Inbound,Check-In,Completed,2,0.43,104,18,False
8060,4549,3,2024-07-30T11:30:00,35,Inbound,QBR,Completed,5,0.58,71,22,False
8061,344,9,2024-04-16T13:15:00,58,Outbound,Follow-Up,Completed,6,0.7,213,9,False
8062,1497,12,2022-06-14T10:15:00,26,Outbound,Discovery,Completed,4,0.49,89,12,False
8063,618,11,2022-08-03T13:00:00,34,Outbound,QBR,Completed,7,0.67,93,17,True
