activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
25680,2821,137,Form Fill,2023-08-19T18:44:00,
25681,1419,153,Content Download,2024-10-29T18:37:00,
25682,4100,79,Page Visit,2023-10-05T08:22:00,google
25683,1396,75,Email Open,2023-02-24T12:40:00,
25684,1781,7,Form Fill,2024-06-21T09:38:00,referral
25685,1927,118,Ad Click,2024-03-26T00:40:00,referral
25686,3072,138,Content Download,2024-10-12T07:06:00,
25687,1213,55,Page Visit,2024-05-25T20:10:00,google
25688,2499,151,Email Click,2023-11-30T08:52:00,
25689,4198,79,Ad Click,2023-10-10T11:59:00,linkedin
25690,3523,83,Email Open,2023-03-12T23:28:00,
25691,832,168,Unsubscribe,2023-04-12T08:01:00,
25692,6924,128,Page Visit,2021-06-18T10:44:00,direct
25693,4058,59,Page Visit,2022-09-01T06:46:00,google
25694,1121,125,Email Open,2023-07-25T19:59:00,
25695,3770,112,Page Visit,2023-07-12T05:21:00,direct
25696,5895,81,Content Download,2021-04-09T23:01:00,
25697,6087,157,Ad Click,2021-09-24T19:32:00,linkedin
25698,6381,63,Ad Click,2021-10-15T01:21:00,facebook
25699,2664,68,Form Fill,2024-10-05T06:16:00,facebook
25700,7960,72,Form Fill,2020-02-21T12:34:00,linkedin
25701,5561,54,Form Fill,2020-06-17T10:56:00,twitter
25702,6407,126,Content Download,2021-05-09T01:01:00,
25703,1400,70,Email Open,2022-12-30T14:31:00,
25704,3922,76,Content Download,2023-05-26T04:51:00,
25705,1927,154,Webinar Registration,2024-12-01T00:00:00,
25706,1282,80,Email Open,2021-06-19T01:38:00,
25707,5066,1,Email Bounce,2024-09-23T16:03:00,
25708,4092,119,Content Download,2024-10-12T20:30:00,
25709,1255,30,Unsubscribe,2020-02-15T01:13:00,
25710,7661,66,Ad Click,2021-02-25T02:55:00,linkedin
25711,5581,6,Content Download,2024-11-12T11:42:00,
25712,3272,27,Email Click,2022-04-02T05:48:00,
25713,505,55,Webinar Registration,2024-06-21T23:52:00,
25714,4763,32,Form Fill,2023-04-25T11:30:00,
25715,2554,192,Email Open,2030-03-15T14:30:00,
25716,3114,193,Email Open,2022-03-07T23:01:00,
25717,6834,150,Email Click,2020-05-14T04:00:00,
25718,773,122,Email Click,2021-10-03T15:33:00,
25719,920,45,Email Click,2022-08-01T09:08:00,
25720,7078,196,Email Click,2022-03-08T21:12:00,
25721,1381,42,Page Visit,2020-03-26T12:37:00,facebook
25722,247,169,Email Click,2030-03-15T14:30:00,
25723,6029,162,Content Download,2020-04-14T03:40:00,
25724,3042,153,Content Download,2024-10-28T23:43:00,
25725,6981,148,Email Click,2024-04-13T15:21:00,
25726,6767,72,Content Download,2020-02-16T06:04:00,
25727,6426,158,Ad Click,2020-12-18T20:53:00,facebook
25728,537,161,Email Bounce,2022-03-19T03:06:00,
25729,6576,2,Ad Click,2020-02-20T14:24:00,google
25730,378,141,Content Download,2023-11-23T18:08:00,
25731,6809,167,Unsubscribe,2022-04-12T08:05:00,
25732,1152,,Email Open,2020-07-11T08:31:00,
25733,3202,138,Form Fill,2024-10-08T02:58:00,
25734,2820,157,,2021-09-27T23:37:00,
25735,5939,10,Ad Click,2021-09-25T01:54:00,direct
25736,2918,67,Email Click,2020-10-13T06:25:00,
25737,7857,159,Email Open,2023-09-08T03:26:00,
25738,4497,116,Email Open,2020-11-30T02:56:00,
25739,3356,5,Webinar Registration,2024-07-08T18:02:00,
25740,7144,98,Email Open,2030-03-15T14:30:00,
25741,3734,75,Form Fill,2023-03-17T02:53:00,referral
25742,4678,25,Email Open,2020-07-21T00:57:00,
25743,2774,,Form Fill,2022-02-24T12:58:00,
25744,2254,3,Email Open,2022-01-05T07:58:00,
25745,7556,195,Ad Click,2030-03-15T14:30:00,twitter
25746,5108,65,Email Bounce,2021-12-09T16:10:00,
25747,628,154,Email Click,2024-12-22T08:28:00,
25748,3653,112,Content Download,2023-06-27T04:38:00,
25749,5026,16,Email Open,2024-11-26T02:14:00,
25750,3711,96,Form Fill,2020-10-20T03:26:00,facebook
25751,3626,108,Ad Click,2024-12-11T00:00:00,twitter
25752,4560,37,Content Download,2022-11-13T17:21:00,
25753,1042,59,Content Download,2022-09-28T01:48:00,
25754,1616,75,Webinar Registration,2023-04-11T13:29:00,
25755,7954,79,Unsubscribe,2023-10-04T03:48:00,
25756,1578,118,Unsubscribe,2024-03-30T09:32:00,
25757,3373,122,Form Fill,2021-09-26T21:08:00,linkedin
25758,1706,30,Content Download,2020-02-20T17:34:00,
25759,3943,194,Email Click,2023-03-09T22:03:00,
25760,6623,44,Unsubscribe,2022-03-03T01:06:00,
25761,6407,99,Page Visit,2022-03-31T19:48:00,google
25762,7963,,Email Open,2022-01-10T08:07:00,
25763,834,53,Content Download,2024-12-06T00:00:00,
25764,3361,33,Form Fill,2020-09-16T05:54:00,google
25765,2140,190,Email Open,2020-03-08T08:57:00,
25766,3497,29,Email Open,2020-06-06T14:13:00,
25767,7456,100,Webinar Registration,2024-08-05T20:27:00,
25768,832,162,Email Bounce,2020-04-13T00:21:00,
25769,448,144,Ad Click,2020-06-13T02:12:00,direct
25770,6512,109,Email Open,2020-02-27T17:16:00,
25771,7177,190,Content Download,2020-03-07T10:37:00,
25772,6225,105,Email Open,2020-04-04T19:53:00,
25773,165,193,Form Fill,2022-03-19T21:51:00,referral
25774,50,18,Webinar Attended,2020-06-07T02:23:00,
25775,5684,23,Page Visit,2024-02-24T07:40:00,google
25776,6024,92,Email Open,2022-10-02T17:12:00,
25777,1015,142,Form Fill,2021-03-13T03:49:00,linkedin
25778,3482,141,Webinar Registration,2023-12-17T22:30:00,
25779,7701,121,Page Visit,2024-01-08T09:05:00,twitter
25780,6284,28,Email Open,2023-01-15T08:21:00,
25781,2799,92,Ad Click,2022-10-10T12:24:00,
25782,7693,49,Page Visit,2024-02-28T09:08:00,facebook
25783,6499,,Page Visit,2020-08-05T12:12:00,
25784,6616,144,Email Click,2020-06-16T22:10:00,
25785,1663,94,Email Open,2020-10-27T17:30:00,
25786,5721,51,Email Bounce,2021-05-31T09:17:00,
25787,7016,32,Form Fill,2023-04-26T13:34:00,direct
25788,3446,190,Form Fill,2030-03-15T14:30:00,referral
25789,2702,17,Unsubscribe,2023-12-11T04:30:00,
25790,3105,107,Email Click,2024-01-20T05:31:00,
25791,1219,85,Email Open,2023-09-23T18:56:00,
25792,4731,166,Page Visit,2023-03-07T07:50:00,referral
25793,421,40,Page Visit,2021-07-21T00:21:00,direct
25794,4010,81,Form Fill,2021-04-13T03:09:00,direct
25795,7742,121,Email Open,2024-01-29T08:48:00,
25796,7847,132,Email Open,2024-01-11T03:16:00,
25797,3906,74,Content Download,2024-05-29T10:27:00,
25798,1053,29,Email Bounce,2020-04-21T06:55:00,
25799,4258,18,Unsubscribe,2020-05-14T14:15:00,
25800,4445,175,Content Download,2022-07-16T00:04:00,
25801,2612,37,Email Click,2022-10-27T15:09:00,
25802,3351,124,Webinar Registration,2021-09-01T20:54:00,
25803,5780,167,Email Click,2022-04-17T07:42:00,
25804,5300,90,Content Download,2024-06-27T20:03:00,
25805,5535,161,,2022-04-04T16:17:00,
25806,7389,111,,2022-03-25T15:06:00,
25807,3304,115,Content Download,2020-01-22T20:45:00,
25808,6951,177,Email Click,2021-11-06T05:06:00,
25809,6961,194,Page Visit,2023-03-24T11:52:00,google
25810,4118,113,Email Open,2022-12-17T15:53:00,
25811,3557,137,Email Open,2023-09-13T18:09:00,
25812,5412,118,Email Click,2024-04-21T01:33:00,
25813,106,19,Email Open,2020-02-26T06:04:00,
25814,3151,26,Page Visit,2024-12-16T19:01:00,direct
25815,5597,191,Page Visit,2023-07-06T11:49:00,facebook
25816,2720,25,Email Open,2020-07-19T13:02:00,
25817,1046,152,Content Download,2021-01-16T05:23:00,
25818,5680,59,Email Open,2022-09-12T06:13:00,
25819,6413,175,Email Open,2022-06-20T11:15:00,
25820,5527,85,Ad Click,2023-09-27T14:29:00,
25821,6325,125,Ad Click,2023-07-19T12:33:00,google
25822,4974,42,Email Open,2020-04-03T09:48:00,
25823,4363,33,Email Open,2020-09-09T14:15:00,
25824,801,195,Page Visit,2021-11-28T04:35:00,
25825,6680,47,Content Download,2023-12-01T16:37:00,
25826,1326,150,Email Bounce,2020-05-25T23:29:00,
25827,884,167,Webinar Attended,2022-04-28T19:48:00,
25828,6045,132,Form Fill,2024-02-12T15:59:00,
25829,174,146,Email Click,2021-01-13T11:09:00,
25830,7630,168,Unsubscribe,2023-04-06T08:39:00,
25831,6180,166,Email Open,2022-12-25T05:20:00,
25832,7240,185,Form Fill,2022-08-19T09:39:00,direct
25833,2670,160,Page Visit,2023-08-26T13:49:00,google
25834,2959,176,Page Visit,2023-09-23T05:02:00,
25835,7168,19,Email Open,2020-02-27T01:59:00,
25836,6366,173,Content Download,2023-07-18T16:29:00,
25837,7433,118,Email Open,2024-04-18T19:38:00,
25838,1077,,Content Download,2021-03-27T00:20:00,
25839,2664,62,Form Fill,2021-06-13T14:54:00,linkedin
25840,7704,198,Form Fill,2020-03-15T23:03:00,direct
25841,5994,134,Email Click,2023-11-12T17:02:00,
25842,6070,109,Page Visit,2020-03-13T18:32:00,google
25843,6372,172,Email Open,2024-02-25T02:30:00,
25844,6657,156,Form Fill,2021-06-10T22:16:00,google
25845,6364,200,,2021-04-14T04:31:00,
25846,4132,169,Email Click,2021-12-30T10:15:00,
25847,296,75,Email Open,2023-01-22T05:27:00,
25848,5225,146,Webinar Attended,2020-12-17T06:12:00,
25849,6252,67,Form Fill,2020-10-13T22:39:00,facebook
25850,4304,44,Form Fill,2022-02-06T21:00:00,google
25851,6011,33,Ad Click,2020-07-31T18:42:00,
25852,6433,143,Ad Click,2021-03-10T18:19:00,twitter
25853,7907,85,Page Visit,2023-09-23T14:15:00,facebook
25854,7569,187,Content Download,2024-06-06T17:49:00,
25855,5420,134,Email Open,2023-11-13T22:05:00,
25856,6293,181,Form Fill,2020-05-15T17:51:00,linkedin
25857,668,120,Form Fill,2020-04-27T18:46:00,linkedin
25858,1875,176,Email Click,2023-08-10T12:47:00,
25859,1582,6,Email Open,2024-12-24T06:40:00,
25860,5312,126,Email Open,2021-05-03T23:17:00,
25861,7594,154,Email Click,2024-10-21T05:02:00,
25862,2209,78,Email Bounce,2022-04-26T15:58:00,
25863,5256,23,Page Visit,2024-02-24T19:46:00,
25864,3455,161,Webinar Attended,2022-05-02T22:12:00,
25865,4870,164,Email Click,2021-09-20T14:05:00,
25866,4847,37,Email Open,2022-11-03T23:28:00,
25867,620,36,Email Open,2020-03-06T18:07:00,
25868,2831,147,Content Download,2020-10-27T14:24:00,
25869,4114,92,Form Fill,2022-09-09T12:41:00,referral
25870,2729,158,Ad Click,2020-12-20T23:30:00,
25871,640,97,Content Download,2020-10-03T02:59:00,
25872,4001,30,Webinar Registration,2020-02-16T11:16:00,
25873,6507,145,Form Fill,2021-01-17T02:21:00,direct
25874,7451,,Email Open,2021-03-23T02:17:00,
25875,6561,129,Unsubscribe,2020-09-14T13:16:00,
25876,893,,Webinar Registration,2024-05-18T20:01:00,
25877,3996,144,Ad Click,2020-06-13T09:31:00,
25878,3151,44,Email Click,2021-12-09T09:27:00,
25879,2912,91,Email Open,2023-05-20T03:04:00,
25880,3774,17,Form Fill,2023-12-04T10:38:00,linkedin
25881,5535,129,Email Open,2020-09-14T23:40:00,
25882,2338,63,Email Click,2021-10-14T13:07:00,
25883,6511,49,Webinar Attended,2024-02-08T13:27:00,
25884,2189,134,Email Open,2023-10-17T11:21:00,
25885,5006,126,Ad Click,2030-03-15T14:30:00,referral
25886,4928,19,Unsubscribe,2020-03-01T04:45:00,
25887,232,120,Content Download,2020-05-04T17:43:00,
25888,5429,82,,2020-03-18T04:07:00,
25889,2760,120,Webinar Registration,2020-04-30T19:24:00,
25890,3603,114,Content Download,2024-07-22T03:48:00,
25891,7448,10,Content Download,2021-08-17T22:41:00,
25892,1329,16,Content Download,2024-11-26T16:55:00,
25893,1276,155,Ad Click,2022-06-03T19:56:00,referral
25894,6693,50,Email Open,2020-04-24T04:01:00,
25895,2305,,Email Open,2020-04-29T11:25:00,
25896,7494,149,Content Download,2021-04-10T02:11:00,
25897,565,76,Webinar Registration,2023-06-07T19:06:00,
25898,4142,87,Webinar Attended,2021-10-11T20:40:00,
25899,1883,80,Email Bounce,2021-05-25T16:17:00,
25900,5524,39,Ad Click,2021-03-21T13:12:00,twitter
25901,6081,181,Content Download,2020-04-23T06:10:00,
25902,6954,20,Content Download,2023-11-06T17:15:00,
25903,3342,,Form Fill,2023-02-14T18:18:00,referral
25904,5403,49,Email Bounce,2024-02-17T23:12:00,
25905,4757,,Email Open,2022-11-24T10:11:00,
25906,536,125,Page Visit,2023-10-21T12:00:00,linkedin
25907,242,3,Form Fill,2021-12-29T02:16:00,twitter
25908,4303,105,Content Download,2020-04-11T03:44:00,
25909,713,150,Email Click,2020-04-06T14:57:00,
25910,1179,92,Form Fill,2022-09-02T14:55:00,referral
25911,5896,,Webinar Attended,2020-11-08T21:07:00,
25912,4601,47,Webinar Registration,2023-12-29T04:00:00,
25913,5607,68,Email Open,2024-09-23T16:47:00,
25914,3025,180,Form Fill,2024-04-27T23:38:00,facebook
25915,6611,2,Webinar Registration,2020-01-25T00:44:00,
25916,7640,70,Form Fill,2022-12-14T19:56:00,twitter
25917,6279,123,Email Open,2022-02-15T17:08:00,
25918,5964,168,Content Download,2023-04-12T11:37:00,
25919,530,4,Unsubscribe,2022-08-17T05:00:00,
25920,1380,72,Page Visit,2020-03-05T13:25:00,
25921,4882,78,Page Visit,2022-04-15T09:00:00,twitter
25922,5235,182,Form Fill,2022-02-21T15:44:00,twitter
25923,5961,44,Content Download,2022-03-01T19:21:00,
25924,1260,185,Form Fill,2022-08-28T18:16:00,
25925,2647,172,Email Open,2024-02-03T22:45:00,
25926,18,112,Email Open,2023-07-05T04:52:00,
25927,4276,150,Form Fill,2020-05-06T22:21:00,direct
25928,1037,62,Form Fill,2021-06-19T15:18:00,twitter
25929,3216,58,Email Click,2022-03-09T18:52:00,
25930,782,73,Email Open,2021-08-24T23:02:00,
25931,7301,56,Form Fill,2024-09-23T17:43:00,facebook
25932,3071,63,Ad Click,2021-10-12T07:51:00,referral
25933,1823,5,Email Open,2024-06-29T21:51:00,
25934,6848,96,Page Visit,2020-09-22T16:28:00,facebook
25935,802,157,Form Fill,2021-09-19T10:35:00,linkedin
25936,2115,186,Email Bounce,2020-03-27T14:57:00,
25937,2137,1,Email Open,2024-10-09T00:07:00,
25938,1772,33,Webinar Attended,2020-08-28T19:45:00,
25939,4099,125,Page Visit,2023-10-30T03:08:00,google
25940,7903,177,Content Download,2021-11-01T08:03:00,
25941,7818,60,Form Fill,2020-04-02T21:54:00,referral
25942,4728,134,Content Download,2030-03-15T14:30:00,
25943,6901,37,Email Open,2022-11-25T17:47:00,
25944,7491,169,Webinar Attended,2021-12-09T07:22:00,
25945,3167,114,Page Visit,2024-08-08T09:56:00,referral
25946,1633,101,Email Open,2023-09-18T01:35:00,
25947,3463,187,Email Open,2024-04-19T13:15:00,
25948,3749,138,Email Open,2024-10-09T19:39:00,
25949,3738,189,Webinar Registration,2024-09-19T06:45:00,
25950,4241,,Email Open,2024-08-08T02:54:00,
25951,3705,61,Ad Click,2021-02-26T22:23:00,direct
25952,7094,,Email Open,2024-07-04T03:50:00,
25953,1910,4,Email Open,2022-09-06T20:39:00,
25954,1815,161,Webinar Registration,2022-05-09T08:49:00,
25955,7395,57,Content Download,2020-10-23T16:35:00,
25956,1161,159,Email Open,2023-11-03T01:28:00,
25957,5776,100,Webinar Attended,2024-07-27T20:40:00,
25958,276,28,Form Fill,2022-12-30T20:33:00,facebook
25959,3193,118,Webinar Attended,2024-03-04T04:04:00,
25960,1429,187,Ad Click,2024-06-25T02:42:00,linkedin
25961,3265,191,Content Download,2023-08-14T23:55:00,
25962,184,130,Form Fill,2024-02-02T02:09:00,linkedin
25963,7471,13,Email Open,2024-04-28T01:22:00,
25964,997,16,Form Fill,2024-11-23T15:05:00,referral
25965,1342,164,Page Visit,2021-09-19T10:45:00,direct
25966,4418,94,Content Download,2020-10-19T20:50:00,
25967,2000,145,Webinar Registration,2021-01-06T16:35:00,
25968,1845,163,Ad Click,2022-03-25T06:13:00,twitter
25969,4957,103,Content Download,2024-02-26T23:06:00,
25970,4036,52,Email Click,2021-09-19T06:20:00,
25971,5439,189,Email Open,2024-09-16T16:30:00,
25972,1742,138,Ad Click,2024-10-17T21:33:00,google
25973,2349,4,Ad Click,2022-08-15T14:52:00,linkedin
25974,464,197,Form Fill,2024-07-13T10:44:00,referral
25975,4169,44,Form Fill,2022-01-12T19:19:00,direct
25976,1050,111,Ad Click,2022-02-16T08:18:00,twitter
25977,6822,150,Email Open,2020-05-26T05:08:00,
25978,3509,160,Email Open,2023-08-23T08:24:00,
25979,1337,95,Email Click,2021-08-18T19:09:00,
25980,4309,35,Form Fill,2021-11-04T21:41:00,referral
25981,3480,158,Email Open,2020-12-22T21:21:00,
25982,2349,175,Email Open,2022-08-03T23:34:00,
25983,5884,61,Ad Click,2021-02-25T23:25:00,google
25984,81,,Email Bounce,2021-09-14T08:22:00,
25985,646,134,Webinar Registration,2023-09-30T09:09:00,
25986,6935,70,Email Open,2022-12-08T17:31:00,
25987,6453,,Form Fill,2021-11-28T20:44:00,referral
25988,5337,,Form Fill,2021-05-24T07:16:00,twitter
25989,5913,127,Ad Click,2020-02-02T20:34:00,referral
25990,6477,26,Email Open,2024-12-02T19:34:00,
25991,1852,53,Content Download,2024-12-14T00:00:00,
25992,2474,93,Content Download,2024-06-28T15:40:00,
25993,115,153,Email Open,2024-11-06T00:56:00,
25994,6521,103,Webinar Registration,2024-01-31T03:00:00,
25995,2718,67,Form Fill,2020-10-28T22:58:00,referral
25996,5082,176,Email Open,2023-09-14T06:24:00,
25997,2296,147,Ad Click,2020-10-28T06:31:00,
25998,1279,23,Email Click,2024-01-10T01:16:00,
25999,4414,183,Ad Click,2020-07-26T16:30:00,
26000,7568,123,Webinar Attended,2022-01-23T16:56:00,
26001,2876,112,Page Visit,2023-06-13T16:44:00,twitter
26002,571,77,Email Open,2021-04-29T22:52:00,
26003,384,92,Form Fill,2022-10-04T08:46:00,linkedin
26004,6309,130,Content Download,2030-03-15T14:30:00,
26005,4510,59,Ad Click,2022-10-06T07:58:00,facebook
26006,1941,160,Email Open,2023-08-18T11:25:00,
26007,5808,163,Form Fill,2022-03-23T20:26:00,facebook
26008,1008,196,,2022-02-17T18:18:00,
26009,4482,44,Content Download,2022-01-05T11:25:00,
26010,7647,139,Email Click,2024-12-05T00:32:00,
26011,2888,199,Unsubscribe,2021-07-13T23:59:00,
26012,2284,122,Content Download,2021-09-27T02:35:00,
26013,3373,162,Page Visit,2020-04-19T17:40:00,facebook
26014,4404,152,Page Visit,2021-01-22T08:55:00,linkedin
26015,4046,102,Email Open,2023-01-19T02:34:00,
26016,5995,136,Content Download,2024-09-02T23:58:00,
26017,4855,138,Email Open,2024-10-11T10:36:00,
26018,7583,151,Webinar Registration,2023-12-12T01:53:00,
26019,255,28,Form Fill,2022-11-20T00:56:00,twitter
26020,7265,117,Unsubscribe,2020-08-08T00:59:00,
26021,3876,158,Email Open,2020-12-19T22:39:00,
26022,7267,103,Content Download,2024-02-27T17:16:00,
26023,2263,50,Form Fill,2020-04-13T22:56:00,twitter
26024,4805,42,Email Open,2020-03-18T22:57:00,
26025,6499,157,Email Open,2021-10-07T02:31:00,
26026,1075,191,Content Download,2023-07-08T17:11:00,
26027,1946,51,Content Download,2021-06-02T11:13:00,
26028,4139,5,Webinar Registration,2024-08-26T13:27:00,
26029,6663,161,Form Fill,2022-05-09T06:20:00,
26030,7539,17,Page Visit,2023-12-16T21:26:00,google
26031,6287,67,Webinar Attended,2020-10-29T16:40:00,
26032,817,195,Content Download,2021-12-01T22:12:00,
26033,5400,97,Ad Click,2020-09-06T07:25:00,linkedin
26034,5628,135,Email Open,2022-03-28T15:01:00,
26035,538,45,Webinar Attended,2022-05-20T00:05:00,
26036,2501,117,Email Open,2020-07-20T10:01:00,
26037,3360,58,Email Click,2022-04-04T13:24:00,
26038,3583,43,Email Click,2021-05-12T16:09:00,
26039,439,62,Unsubscribe,2021-06-16T22:56:00,
26040,1421,156,Form Fill,2021-07-28T07:24:00,linkedin
26041,1296,197,Email Open,2024-07-27T09:28:00,
26042,1316,163,Ad Click,2022-04-17T10:39:00,twitter
26043,3449,5,Page Visit,2024-08-06T14:17:00,google
26044,3877,109,Email Open,2020-02-11T17:16:00,
26045,3673,,Page Visit,2021-04-05T11:50:00,referral
26046,5960,32,Email Open,2023-05-08T10:11:00,
26047,3993,78,Email Open,2022-04-23T00:23:00,
26048,3477,,Unsubscribe,2024-12-30T04:56:00,
26049,5755,77,Email Open,2021-04-16T12:51:00,
26050,2296,9,Webinar Attended,2021-03-20T21:17:00,
26051,4356,165,Form Fill,2024-01-18T10:08:00,facebook
26052,4518,172,Form Fill,2024-02-04T06:18:00,facebook
26053,1434,51,Form Fill,2021-06-02T04:04:00,
26054,1639,82,Content Download,2020-05-19T16:36:00,
26055,4616,31,Content Download,2024-04-16T06:18:00,
26056,3343,196,Content Download,2022-03-02T05:37:00,
26057,3805,80,Email Open,2021-06-08T14:21:00,
26058,4376,123,Form Fill,2022-01-22T12:51:00,linkedin
26059,1324,6,Form Fill,2024-12-24T13:34:00,linkedin
26060,3687,84,Webinar Attended,2020-03-03T00:46:00,
26061,892,170,Form Fill,2023-11-23T19:39:00,linkedin
26062,7218,31,Email Open,2024-04-29T22:42:00,
26063,2303,199,Page Visit,2021-08-03T21:37:00,
26064,4373,106,Content Download,2021-05-24T20:39:00,
26065,484,41,Content Download,2022-08-18T09:56:00,
26066,2081,64,Email Open,2023-05-27T03:35:00,
26067,2181,34,Email Click,2020-03-22T19:46:00,
26068,3754,191,Form Fill,2023-07-22T19:46:00,referral
26069,617,,Webinar Registration,2023-10-07T22:38:00,
26070,2236,189,Email Open,2024-09-07T10:01:00,
26071,4226,25,Webinar Registration,2020-08-26T23:19:00,
26072,6211,117,Content Download,2020-07-18T13:33:00,
26073,2309,182,Email Click,2022-03-14T19:45:00,
26074,892,18,Page Visit,2020-05-08T04:17:00,referral
26075,2368,6,Ad Click,2024-12-28T08:52:00,referral
26076,1974,90,Content Download,2024-06-18T14:06:00,
26077,206,178,Email Open,2020-04-04T15:41:00,
26078,3864,2,Email Open,2020-02-05T10:12:00,
26079,3134,119,Webinar Registration,2024-09-24T19:17:00,
26080,1313,28,Page Visit,2022-11-29T09:04:00,referral
26081,7219,93,Content Download,2024-06-01T02:07:00,
26082,6646,127,Email Open,2020-01-20T06:36:00,
26083,4641,9,Email Click,2021-06-02T02:03:00,
26084,7592,182,Form Fill,2022-03-15T05:01:00,twitter
26085,7010,114,Webinar Registration,2024-06-20T21:58:00,
26086,2183,148,Email Open,2024-04-07T08:52:00,
26087,4982,40,Email Open,2021-06-29T09:33:00,
26088,1823,,Form Fill,2020-12-21T11:16:00,facebook
26089,1126,82,Email Open,2020-04-27T04:50:00,
26090,5139,133,Email Open,2021-06-29T04:43:00,
26091,885,28,Unsubscribe,2022-11-17T12:17:00,
26092,2924,161,Content Download,2022-04-26T23:55:00,
26093,3452,17,Email Open,2023-11-22T20:25:00,
26094,4352,154,Content Download,2024-12-18T04:01:00,
26095,104,45,Webinar Attended,2022-04-30T12:54:00,
26096,2691,49,Email Click,2024-03-13T13:53:00,
26097,1378,123,Form Fill,2022-01-25T20:06:00,
26098,7193,17,Webinar Attended,2023-12-03T07:49:00,
26099,7300,103,Email Open,2024-01-27T12:14:00,
26100,4798,99,Form Fill,2022-05-13T07:54:00,google
26101,826,133,Email Open,2021-07-03T02:12:00,
26102,5044,26,Content Download,2024-11-18T22:14:00,
26103,1759,70,Unsubscribe,2023-01-06T07:23:00,
26104,4838,160,Page Visit,2023-08-20T14:06:00,google
26105,6215,130,Content Download,2023-12-28T03:55:00,
26106,3922,15,Email Open,2024-10-27T23:22:00,
26107,5680,75,Webinar Registration,2023-02-06T07:07:00,
26108,523,5,Form Fill,2024-08-02T23:16:00,direct
26109,3408,176,Form Fill,2023-10-25T11:19:00,referral
26110,6144,121,Page Visit,2023-11-29T08:11:00,facebook
26111,7957,7,Ad Click,2024-06-10T06:08:00,facebook
26112,5975,89,Ad Click,2023-09-05T17:21:00,referral
26113,5964,129,Form Fill,2020-08-06T05:38:00,
26114,6214,200,Email Click,2021-04-21T03:14:00,
26115,20,90,Email Bounce,2024-06-20T04:40:00,
26116,6406,139,Page Visit,2024-10-13T12:14:00,referral
26117,3110,,Email Open,2024-10-05T04:51:00,
26118,4971,121,Webinar Attended,2023-12-24T05:37:00,
26119,4274,87,Form Fill,2021-09-27T16:39:00,facebook
26120,3492,24,Content Download,2021-04-03T15:24:00,
26121,4384,28,Email Open,2022-12-03T08:39:00,
26122,647,2,Content Download,2020-02-13T22:10:00,
26123,7626,167,Ad Click,2022-04-17T15:13:00,
26124,4546,110,Ad Click,2020-07-19T06:24:00,direct
26125,7258,149,Webinar Registration,2021-04-04T17:25:00,
26126,2336,48,Form Fill,2023-09-07T23:28:00,twitter
26127,54,92,Form Fill,2022-09-22T23:20:00,referral
26128,218,35,Email Open,2021-11-08T04:01:00,
26129,943,97,Webinar Registration,2020-09-04T08:22:00,
26130,7748,99,Webinar Registration,2022-05-19T16:49:00,
26131,4953,115,Email Open,2020-01-26T01:52:00,
26132,1051,195,Email Open,2021-11-17T21:51:00,
26133,5417,14,Content Download,2023-06-11T11:28:00,
26134,5157,175,Content Download,2022-06-25T18:29:00,
26135,6162,,Form Fill,2020-12-30T14:39:00,direct
26136,6857,164,Webinar Attended,2021-09-24T20:16:00,
26137,7227,13,Ad Click,2024-03-07T22:41:00,facebook
26138,1312,96,Form Fill,2020-09-24T05:15:00,twitter
26139,7168,7,Webinar Attended,2024-05-08T16:16:00,
26140,2958,176,Content Download,2023-09-27T17:19:00,
26141,7038,6,Form Fill,2024-12-24T01:49:00,
26142,1725,185,Webinar Attended,2022-09-30T20:23:00,
26143,4126,46,Webinar Registration,2024-05-06T16:15:00,
26144,7101,81,,2021-05-02T04:20:00,
26145,4403,141,Form Fill,2023-12-19T03:53:00,referral
26146,2077,188,Webinar Registration,2030-03-15T14:30:00,
26147,3917,48,Webinar Attended,2023-06-12T05:16:00,
26148,5691,156,Content Download,2030-03-15T14:30:00,
26149,7506,85,Form Fill,2023-09-25T05:56:00,facebook
26150,632,16,Email Open,2024-11-21T14:03:00,
26151,2277,26,Content Download,2024-11-30T12:58:00,
26152,1675,186,Form Fill,2020-03-20T15:56:00,google
26153,2647,162,Email Bounce,2020-04-25T02:29:00,
26154,24,107,Email Open,2023-12-26T21:56:00,
26155,4259,,Email Open,2023-09-03T12:33:00,
26156,5549,166,Form Fill,2023-01-27T16:03:00,linkedin
26157,5768,188,Email Open,2022-01-05T04:40:00,
26158,7905,93,Email Click,2024-05-28T15:36:00,
26159,5131,194,Email Click,2023-03-09T02:36:00,
26160,2548,179,Email Open,2020-10-08T14:22:00,
26161,5435,88,Email Bounce,2023-09-13T01:34:00,
26162,6193,106,Webinar Registration,2021-05-13T07:19:00,
26163,6188,125,Page Visit,2023-07-11T02:45:00,direct
26164,2092,107,Email Open,2030-03-15T14:30:00,
26165,3709,58,Email Open,2022-05-07T15:45:00,
26166,7512,22,Email Open,2024-10-28T05:04:00,
26167,6551,199,Form Fill,2021-06-27T22:35:00,linkedin
26168,4988,117,Webinar Attended,2020-07-11T12:21:00,
26169,7670,94,Ad Click,2020-10-08T17:02:00,
26170,1968,164,Unsubscribe,2021-09-20T15:07:00,
26171,2739,98,Email Open,2020-03-09T15:21:00,
26172,753,131,Form Fill,2020-11-19T18:54:00,direct
